Category,Title,Price,Bedrooms,Floor Area,Lot Area,URL,Barangay,Town/City,Longitude,Latitude
house,"Pre-Owned Properly Maintained, Fully Furnished and Interior Designed House",16000000,3,180,240,https://www.lamudi.com.ph/pre-owned-properly-maintained-fully-furnished-and-167930987361.html,San Isidro,Parañaque,121.011835,14.468547
house,"Reasonable Price, Spacious Modern Bungalow House in Camella 1, Las Piñas",10000000,3,100,251,https://www.lamudi.com.ph/reasonable-price-spacious-modern-bungalow-house-in-168052596193.html,Talon Dos,Las Piñas,120.985214,14.438526
house,Antipolo House For Sale inside Golf Village,18000000,4,265,475,https://www.lamudi.com.ph/antipolo-house-for-sale-inside-golf-village-168922191841.html,Inarawan,Antipolo,121.240436,14.670622
house,House and Lot for Sale Metrogate Dasmarinas Estates Cavite,18000000,5,300,180,https://www.lamudi.com.ph/house-and-lot-for-sale-metrogate-dasmarinas-estate-168233009147.html,Sampaloc I,Dasmariñas,120.961365,14.29841
house,"Single Storey, 3 Bedroom, 2 Toilet & Bath, 1 Maid's Room House for Sale, Malolos",3700000,3,70,120,https://www.lamudi.com.ph/single-storey-3-bedroom-2-toilet-bath-1-maid-s-roo-166464594784.html,Look 1st,Malolos,120.8074397,14.8857738
house,"For Sale: A White Beachfront Resthouse in San Teodoro, Batangas",95000000,5,1080,0,https://www.lamudi.com.ph/for-sale-a-white-beachfront-resthouse-in-san-teodo-16753028388.html,San Teodoro,Mabini,120.887138,13.693709
house,"For Sale | 5-Bedroom House in Dasmariñas Village, Makati City",840000000,5,0,1400,https://www.lamudi.com.ph/for-sale-5-bedroom-house-in-dasmari-as-village-mak-169113378322.html,Dasmariñas,Makati,121.024909,14.539577
house,"3 Bedroom Townhouse Unit at Bloomfield Heights in Antipolo, Rizal (Inner)",3300000,3,72,48,https://www.lamudi.com.ph/3-bedroom-townhouse-unit-at-bloomfield-heights-in-antipolo-rizal-inner.html,San Luis,Antipolo,121.182157,14.594745
house,Rush Sale!! 5 Bedroom Brand New & Fully Furnished House near Davao Airport,14000000,5,300,162,https://www.lamudi.com.ph/rush-sale-5-bedroom-brand-new-fully-furnished-hous-168511600810.html,Buhangin,Davao,125.6050339,7.146756
house,for sale full two (2) storey meditteranean house,22000000,5,350,307,https://www.lamudi.com.ph/for-sale-full-two-2-storey-meditteranean-house-168983084923.html,B.F. Homes,Parañaque,121.0245799,14.4521766
house,"Parklane at The Lakeshore | 3-Bedroom House for Sale in Mexico, Pampanga | Hyde",2705850,3,77,0,https://www.lamudi.com.ph/parklane-at-the-lakeshore-3-bedroom-house-for-sale-16874064598.html,San Rafael,Mexico,120.713586,15.7144
house,"Gruet Heights Townhouse For Sale in Addition Hills, San Juan",37300000,3,254,77,https://www.lamudi.com.ph/gruet-heights-townhouse-for-sale-166945251967.html,Addition Hills,San Juan,121.0389312,14.5939458
house,"3 Bedroom Townhouse For Sale in BF Homes Village, Parañque City",6300000,3,155,87,https://www.lamudi.com.ph/3-bedroom-townhouse-for-sale-in-bf-homes-village-p-165847609779.html,B.F. Homes,Parañaque,121.0245799,14.4521766
house,"For sale Townhouse Property Near Tagaytay, Cavite",2044125,3,54,50,https://www.lamudi.com.ph/for-sale-townhouse-property-near-tagaytay-cavite.html,Mendez Crossing East,Tagaytay,120.924603,14.102605
house,Brand New Duplex House w/ Penthouse and Roofdeck For Sale at Baguio City,12500000,3,180,104,https://www.lamudi.com.ph/brand-new-duplex-house-w-penthouse-and-roofdeck-fo-167973977828.html,Camp 7,Baguio,120.600513,16.381866
house,Two Storey Ready For Occupancy Single Attached House In Cavite,3850000,3,74,80,https://www.lamudi.com.ph/two-storey-ready-for-occupancy-single-attached-house-in-cavite.html,Mabuhay,Carmona,121.03534472493,14.311079215741
house,"3 Bedroom House for Sale in San Pedro, Laguna - Southview Homes",5500000,3,76,70,https://www.lamudi.com.ph/3-bedroom-house-for-sale-in-san-pedro-laguna-south-168050852494.html,San Vicente,San Pedro,121.0535937,14.3494688
house,"4 Bedroom House for sale in Sotogrande Subdivision, Tagaytay",12500000,4,289,240,https://www.lamudi.com.ph/4-bedroom-house-for-sale-in-sotogrande-subdivision-167959917828.html,Asisan,Tagaytay,120.9057104,14.0984134
house,"3BR Bungalow House and Lot (Anabella (Premium) for Sale in Siena Hills, Lipa City, Ba...",2800000,3,150,67,https://www.lamudi.com.ph/3br-bungalow-house-and-lot-anabella-premium-for-sale-in-siena-hills-lipa-city-batangas.html,Antipolo del Sur,Lipa,121.184916,13.913043
house,"Mountain House with Overlooking Views & Pool for sale at Minglanilla, Cebu",14795000,3,318,1200,https://www.lamudi.com.ph/mountain-house-with-overlooking-views-pool-for-sal-169048321928.html,Pakigne,Minglanilla,123.8096938,10.2443356
house,"Princeton Heights | Cypress Prime 3BR SD House for Sale in Bacoor, Cavite | Aspire by...",13108800,3,90,142,https://www.lamudi.com.ph/princeton-heights-cypress-prime-3br-sd-house-for-s-168983189689.html,Mambog IV,Bacoor,120.964381,14.429581
house,"Brand new 2 storey modern design Townhouse in Manuela IV-E, Las Piñas for Sale",3450000,2,70,40,https://www.lamudi.com.ph/brand-new-2-storey-modern-design-house-and-lot-in-manuela-iv-e-for-sale.html,Talon Singko,Las Piñas,120.996723,14.422561
house,"4 Bedroom Single Attached Unit for sale at Santevi in San Pablo, Laguna",3700000,4,85,74,https://www.lamudi.com.ph/3-bedroom-house-and-lot-for-sale-at-santevi-in-cab-16696042997.html,San Vicente,San Pablo,121.340728,14.0256013
house,3-Storey Single House In Pilar Village Las Pinas City,14300000,5,255,133,https://www.lamudi.com.ph/3-storey-single-house-in-pilar-village-las-pinas-c-167599590661.html,Pilar,Las Piñas,121.0080137,14.417168
house,Unfinished House and Lot for Sale Good for Apartment Business at Marikina,7000000,5,300,380,https://www.lamudi.com.ph/unfinished-house-and-lot-for-sale-good-for-apartme-169044972620.html,Marikina Heights,Marikina,121.118747,14.653339
house,"3 Bedrooms, 2 Storey House and Lot For Sale in Taytay, Rizal",8500000,3,230,328,https://www.lamudi.com.ph/3-bedrooms-2-storey-house-and-lot-for-sale-in-tayt-167903911286.html,,Taytay,121.1302512,14.5620998
house,"RUSH SALE! Townhouse For Sale near Tomas Morato, Scout Area, Quezon City",10000000,2,81,31,https://www.lamudi.com.ph/rush-sale-townhouse-for-sale-near-tomas-morato-sco-16869970847.html,Laging Handa,Quezon City,121.032076,14.632936
house,"Spec House for Sale with Ocean View in Sibulan, Negros Oriental ID 14737",8200000,2,160,630,https://www.lamudi.com.ph/spec-home-for-sale-with-ocean-view-id-14737-165836738823.html,Calabnugan,Sibulan,123.261786,9.3420884
house,"4 Bedroom Fully Furnished Bungalow House for Sale in Compostela, Cebu",7200000,4,80,124,https://www.lamudi.com.ph/4-bedroom-fully-furnished-bungalow-house-for-sale-in-compostela-cebu.html,Tamiao,Compostela,123.994411,10.44226
house,"8-Bedroom Vacation Rest House with Pool For Sale in Sun Valley, Antipolo City",28000000,8,800,735,https://www.lamudi.com.ph/8-bedroom-vacation-rest-house-with-pool-for-sale-i-168251183286.html,Inarawan,Antipolo,121.240436,14.670622
house,"Ready for occupancy House for sale near Davao airport, Ilumina Estates",7500000,3,76,180,https://www.lamudi.com.ph/ready-for-occupancy-house-for-sale-near-davao-airp-169098863317.html,Communal,Davao,125.6287105,7.1418209
house,"Spec House for Sale with Ocean View in Sibulan, Negros Oriental ID 14737",8200000,2,160,630,https://www.lamudi.com.ph/spec-home-for-sale-with-ocean-view-id-14737-165836738823.html,Calabnugan,Sibulan,123.261786,9.3420884
house,For Sale Brand New High Ceiling Bungalow House and Lot in Angeles -  near Clark,8300000,3,135,150,https://www.lamudi.com.ph/for-sale-brand-new-bungalow-house-and-lot-in-angeles-san-fernando-near-clark.html,Telabastagan,San Fernando,120.635072,15.10712
house,"Ready for occupancy House for sale near Davao airport, Ilumina Estates",7500000,3,76,180,https://www.lamudi.com.ph/ready-for-occupancy-house-for-sale-near-davao-airp-169098863317.html,Communal,Davao,125.6287105,7.1418209
house,"8-Bedroom Vacation Rest House with Pool For Sale in Sun Valley, Antipolo City",28000000,8,800,735,https://www.lamudi.com.ph/8-bedroom-vacation-rest-house-with-pool-for-sale-i-168251183286.html,Inarawan,Antipolo,121.240436,14.670622
house,"Victoria Alabang Single Detached w/ big lot House & Lot For Sale, Muntinlupa",13224800,5,140,240,https://www.lamudi.com.ph/victoria-alabang-single-detached-w-big-lot-house-l-168976278612.html,Tunasan,Muntinlupa,121.036376,14.372545
house,"For Sale 3 Storey House and Lot with huge garden, Baguio City",20000000,3,400,434,https://www.lamudi.com.ph/for-sale-3-storey-house-and-lot-with-huge-garden-b-168221316491.html,Bakakeng North,Baguio,120.588941,16.39866
house,"3 Bedroom House and Lot at The BelleCourt in Santa Rosa, Laguna (Regular Unit)",3349000,2,58,50,https://www.lamudi.com.ph/3-bedrooms-house-and-lot-at-the-bellecourt-in-santa-rosa-laguna-regular-unit.html,Balibago,Santa Rosa,121.10166,14.294425
house,"2 Bedroom End Unit Townhouse at Elisa Homes in Bacoor, Cavite (Canalily Model)",3697532,2,42,72,https://www.lamudi.com.ph/2-bedroom-end-unit-townhouse-at-elisa-homes-in-bacoor-cavite-canalily-model.html,Molino IV,Bacoor,120.9943658,14.3810075
house,4 Bedrooms House and Lot for Sale in Angeles City near SM Clark & Marquee Mall,5872040,4,151,162,https://www.lamudi.com.ph/4-bedroom-house-and-lot-for-sale-in-angeles-city-near-sm-clark-2.html,Sapalibutad,Angeles,120.651906,15.150545
house,Renovated Pre-Owned Single House & Lot for Sale in Lancaster New City Gen. Trias,8500000,6,200,120,https://www.lamudi.com.ph/renovated-pre-owned-single-house-lot-for-sale-in-l-167652121196.html,Navarro,General Trias,120.893418,14.387925
house,Luxurious Home With Swimming Pool For Sale In San Fernando,50000000,5,432,1565,https://www.lamudi.com.ph/luxurious-home-with-swimming-pool-for-sale-in-san-168449420034.html,Telabastagan,San Fernando,120.635072,15.10712
house,"Single Detached Rest House inside Country Homes Subd. in Tagaytay,",23000000,3,300,240,https://www.lamudi.com.ph/single-detached-rest-house-inside-country-homes-su-168300019757.html,Maitim 2nd West,Tagaytay,120.95476,14.119975
house,"House for SALE East Kalayaan, Subic Bay Freeport Zone, Olongapo City, Zambales",35000000,6,500,500,https://www.lamudi.com.ph/house-for-sale-east-kalayaan-subic-bay-freeport-zo-167765830334.html,Asinan,Olongapo,120.284393,14.82406
house,House for sale in Tagaytay City,14500800,4,120,240,https://www.lamudi.com.ph/house-for-sale-in-tagaytay-city-168067425632.html,Francisco,Tagaytay,120.98341,14.124996
house,"5 Bedroom Townhouse for sale in New Manila, Quezon City, Metro Manila",30000000,5,240,90,https://www.lamudi.com.ph/5-bedroom-townhouse-for-sale-in-new-manila-quezon-168552255764.html,New Manila,Quezon City,121.0306,14.61633
house,"For Sale in West Fairview with 3bedrooms, 2CR, and 1Cargarage, Single attached",5250000,3,80,48,https://www.lamudi.com.ph/for-sale-in-west-fairview-with-3bedrooms-2cr-and-1-169164280272.html,Fairview,Quezon City,121.05930863393,14.698132802525
house,"Pre-owned 5-Bedroom House & Lot For Sale in BF Homes, Parañaque City",25000000,5,375,280,https://www.lamudi.com.ph/pre-owned-5-bedroom-house-lot-for-sale-in-bf-homes-169001193175.html,B.F. Homes,Parañaque,121.0245799,14.4521766
house,BRAND NEW CORNER SINGLE HOUSE AND LOT WITH ROOF DECK INSIDE BF RESORT LAS PINAS,16000000,5,225,122,https://www.lamudi.com.ph/brand-new-corner-single-house-and-lot-with-roof-de-168073263697.html,Talon Dos,Las Piñas,120.985214,14.438526
house,4-Bedrooms House & Lot for Sale in Crestview Homes Subdivision in Antipolo,7000000,4,130,120,https://www.lamudi.com.ph/4-bedrooms-house-lot-for-sale-in-crestview-homes-s-169003027117.html,Cupang,Antipolo,121.171092,14.644339
house,"Panoramic View 4-Bedrooms House for Sale in Talisay City, Cebu",16500000,4,0,340,https://www.lamudi.com.ph/panoramic-view-4-bedrooms-house-for-sale-in-talisa-16863017574.html,Bulacao,Talisay,123.84731,10.271295
house,"4BR 2-Storey House and Lot for Sale in Oakwood Residences at Carmona Estates, Cavite",6000000,4,104,88,https://www.lamudi.com.ph/4br-2-storey-house-and-lot-for-sale-in-oakwood-res-166849938766.html,Lantic,Carmona,121.0393379,14.2857792
house,3-BR | Modern Fully Finished Corner Lot 2-Storey House w/ Balcony and Carport,4990000,3,120,96,https://www.lamudi.com.ph/3-br-modern-fully-finished-corner-lot-2-storey-hou-168974133068.html,Bulaon,San Fernando,120.683699,15.83265
house,"Newly Built 5 Bedroom House and Lot with Private Pool For Sale, Angeles",17800000,5,300,200,https://www.lamudi.com.ph/newly-built-5-bedroom-house-and-lot-with-private-pool-for-sale-angeles.html,Amsic,Angeles,120.595558,15.15043
house,3 Bedroom Single Family House and Lot for Sale Located in Tagaytay Aguinaldo,7500000,3,83,99,https://www.lamudi.com.ph/3-bedroom-single-family-house-and-lot-for-sale-located-in-tagaytay-aguinaldo.html,Silang Junction North,Tagaytay,120.955035,14.11258
house,Brand New House and Lot with Pool in Angeles City for Sale (near Clark),16000000,4,245,180,https://www.lamudi.com.ph/brand-new-house-and-lot-with-pool-in-angeles-city-168268417048.html,Pampang,Angeles,120.593461,15.133635
house,"Beach Property For Sale in Puerto Princesa City, Palawan",15000000,4,0,2350,https://www.lamudi.com.ph/beach-property-for-sale-in-puerto-princesa-city-pa-168155308088.html,Binduyan,Puerto Princesa,119.28952,10.76703
house,4 Bedrooms w/ 3 car garage Modern Tropical House for sale in Santa Rosa near EK,16500000,4,325,275,https://www.lamudi.com.ph/4-bedrooms-w-3-car-garage-modern-tropical-house-fo-168958755946.html,Don Jose,Santa Rosa,121.0735873,14.2615584
house,"3 Hectares Eastwind Beach Club for Sale at Dipnay, El Nido City, Palawan",0,0,0,30000,https://www.lamudi.com.ph/3-hectares-eastwind-beach-club-for-sale-at-dipnay-169053234757.html,San Fernando,El Nido,119.524539,11.318151
house,"Flavorscapes at The Lakeshore | 2-Bedroom House for Sale in Mexico, Pampanga | Spaces",936570,2,42,0,https://www.lamudi.com.ph/flavorscapes-at-the-lakeshore-2-bedroom-house-for-168740645253.html,Divisoria,Mexico,120.706125,15.80355
house,"Poblador St, 2-Storey House and Lot 309 sqm For Sale with Parking in Mandaluyong",29500000,4,420,309,https://www.lamudi.com.ph/poblador-st-2-storey-house-and-lot-304sqm-for-sale-166642487757.html,Hagdang Bato Libis,Mandaluyong,121.034226,14.589288
house,"Poblador St, 2-Storey House and Lot 309 sqm For Sale with Parking in Mandaluyong",29500000,4,420,309,https://www.lamudi.com.ph/poblador-st-2-storey-house-and-lot-304sqm-for-sale-166642487757.html,Hagdang Bato Libis,Mandaluyong,121.034226,14.589288
house,Asian Classic Pre Owned Four Single Detached Two Storey House in BF Homes,17000000,4,280,237,https://www.lamudi.com.ph/asian-classic-pre-owned-four-single-detached-two-s-168128837453.html,B.F. Homes,Parañaque,121.0245799,14.4521766
house,"Newly Renovated Bungalow House for sale in BF Resort Village, Las Piñas",7988000,3,100,141,https://www.lamudi.com.ph/newly-renovated-bungalow-house-for-sale-in-bf-reso-168121573740.html,Talon Uno,Las Piñas,120.987165,14.446596
house,House and Lot For Sale in Marulas Valenzuela,8500000,3,140,70,https://www.lamudi.com.ph/house-and-lot-for-sale-in-marulas-valenzuela-167567875359.html,Marulas,Valenzuela,120.98416,14.6738
house,"Brand New Townhouse in Better Living, Parañaque City For Sale",9500000,4,150,87,https://www.lamudi.com.ph/brand-new-townhouse-in-better-living-para-aque-cit-169106919240.html,Don Bosco,Parañaque,121.024909,14.482705
house,2Flr Garden 3BR+1MR 2Car Single Attached House and Lot Nature Inspired Antipolo,10928000,3,112,93,https://www.lamudi.com.ph/2flr-garden-3br-1mr-2car-single-attached-house-and-169022182247.html,San Roque,Antipolo,121.176937,14.571435
house,"For Sale: Brand New 3-Storey Residential House with view deck, Quezon City",59000000,7,628,300,https://www.lamudi.com.ph/for-sale-brand-new-3-storey-residential-house-with-169096248935.html,Batasan Hills,Quezon City,121.096563,14.681641
house,Anvaya Cove  | Three Bedroom House and Lot For Sale at Morong - #5380,89500000,3,310,1210,https://www.lamudi.com.ph/anvaya-cove-three-bedroom-house-and-lot-for-sale-a-169131126340.html,Sabang,Morong,120.260403,14.7002778
house,10% Down payment payable in 10 Months For Sale Duplex House in Las Piñas,7589000,4,167,68,https://www.lamudi.com.ph/10-down-payment-payable-in-10-months-for-sale-dupl-167628448416.html,Talon Singko,Las Piñas,120.996723,14.422561
house,"White Plains 12 BR Modern Contemporary House and Lot for Sale, QC",298000000,12,2700,700,https://www.lamudi.com.ph/white-plains-12-br-modern-contemporary-house-and-lot-for-sale-qc.html,White Plains,Quezon City,121.0727213,14.6072567
house,Tagaytay Executive Semi-Furnished House For Sale near Fora Mall,14900000,5,350,264,https://www.lamudi.com.ph/tagaytay-executive-semi-furnished-house-for-sale-near-fora-mall.html,San Jose,Tagaytay,120.9661056,14.1189304
house,"Camella Palawan | Ph2 FREYA, NRFO 2BR House and Lot for Sale in Puerto Princesa City",10496000,5,142,140,https://www.lamudi.com.ph/camella-palawan-ph2-freya-nrfo-2br-house-and-lot-f-168423491634.html,Sicsican,Puerto Princesa,118.7121724,9.7885642
house,"Stately Manor by the Sea in Panglao, Island, Bohol for Sale",200000000,6,1067,6668,https://www.lamudi.com.ph/stately-manor-by-the-sea-in-panglao-island-bohol-f-167368381879.html,Catarman,Dauis,123.85394737998,9.5951551810786
house,"5BR Single Detached House for Sale Exclusive Subd. Indang, Cavite",5800000,5,120,400,https://www.lamudi.com.ph/5br-single-detached-house-for-sale-exclusive-subd-167610392376.html,Calumpang Lejos I,Indang,120.854435,14.23648
house,"Brand New House For Sale in Ayala Alabang Village, Muntinlupa City",470000000,7,1500,900,https://www.lamudi.com.ph/brand-new-house-for-sale-in-ayala-alabang-village-169026945828.html,Ayala Alabang,Muntinlupa,121.022321,14.405874
house,"House and Lot For Sale in Ayala Alabang Village, Muntinlupa City",150000000,4,400,300,https://www.lamudi.com.ph/house-and-lot-for-sale-in-ayala-alabang-village-mu-168191745293.html,Ayala Alabang,Muntinlupa,121.04184,14.41884
house,5 bedroom House for Sale in Bacoor boulevard floor free community,26000000,5,232,175,https://www.lamudi.com.ph/5-bedroom-house-for-sale-in-bacoor-boulevard-floor-168476669536.html,Mambog V,Bacoor,120.9518052,14.4301196
house,"Camella Palawan | Ph1 CARA wCB, NRFO 2BR House and Lot for Sale in Puerto Princesa Ci...",6799000,3,66,99,https://www.lamudi.com.ph/camella-palawan-ph1-cara-wcb-nrfo-2br-house-and-lo-168423492121.html,Sicsican,Puerto Princesa,118.7121724,9.7885642
house,"L-R-1-280- Acquired Property for Sale in Lot 1575-C-2, St. Francis Village VII, Brgy....",3488520,0,185,274,https://www.lamudi.com.ph/l-r-1-280-acquired-property-for-sale-in-lot-1575-c-2-st-francis-village-vii-brgy-san-antonio-bi.html,San Antonio,Biñan,121.0712752,14.33879584
house,"L-R-1-11- Acquired Property for Sale in Lot 1, Pcs 04-025533, Arumahan - Bagong Pook ...",3638010,0,236,600,https://www.lamudi.com.ph/l-r-1-11-acquired-property-for-sale-in-lot-1-pcs-04-025533-arumahan-bagong-pook-road-brgy-arumahan-lemery-batangas-retail.html,Arumahan,Lemery,120.862832,13.940966
house,4 Bedroom House and Lot at Villas Phase 3 at Golden Horizon (Daniella),2337632,4,73,40,https://www.lamudi.com.ph/4-bedroom-house-and-lot-at-villas-phase-3-at-golden-horizon-daniella.html,Perez,Trece Martires,120.886854,14.290812
house,Modern Type House and Lot with Smart digital door lock In Pilar Village,9500000,3,135,92,https://www.lamudi.com.ph/modern-type-house-and-lot-with-smart-digital-door-166973007840.html,Pilar,Las Piñas,121.0080137,14.417168
house,Corner Property in Alabang Hills for Sale,95000000,4,370,958,https://www.lamudi.com.ph/corner-4-bedroom-property-with-swimming-pool-in-alabang-hills-for-sale.html,Cupang,Muntinlupa,121.0329734,14.4347979
house,"Metro City Communities 2 Bedroom Townhouse For Sale in Taytay, Rizal",3900000,2,60,86,https://www.lamudi.com.ph/metro-city-communities-2-bedroom-townhouse-for-sale-in-taytay-rizal.html,Dolores,Taytay,121.148117,14.573461
house,Newly Renovated 3 Bedroom Merville Townhouse for Sale in Parañaque,9000000,3,190,75,https://www.lamudi.com.ph/newly-renovated-3-bedroom-merville-townhouse-for-sale-in-paranaque.html,Merville,Parañaque,121.025633,14.499387
house,"House and Lot for sale at Sunrise Alexa Subdivision Hills in Antipolo, Rizal",6680000,3,118,164,https://www.lamudi.com.ph/house-and-lot-for-sale-at-sunrise-alexa-subdivision-hills-in-antipolo-rizal-3.html,Muntingdilaw,Antipolo,121.180373,14.580645
house,"3-Bedroom House for Sale in Greenmeadows, Mabalacat, Pampanga",3200000,3,70,66,https://www.lamudi.com.ph/3-bedroom-house-for-sale-in-greenmeadows-mabalacat-168959213371.html,Mabiga,Mabalacat,120.593597,15.20025
house,"Pre-selling 3 Bedrooms with Family Area House at Santevi Homes, San Pablo",3400000,3,74,85,https://www.lamudi.com.ph/3-bedrooms-2-toilet-and-bath-with-family-area-and-166305700065.html,San Vicente,San Pablo,121.340728,14.0256013
house,Zero Down Rent to Own Townhouse 3BR. Move in Ready. 24k a mo. Near SM Fairview,2500000,3,40,19,https://www.lamudi.com.ph/rent-to-own-3-bedroom-townhouse-unit-167163463845.html,Amparo,Caloocan,121.0769537,14.7471848
house,"2 Bedroom House for Sale in San Pedro, Laguna - Southview Homes",4900000,2,61,70,https://www.lamudi.com.ph/2-bedroom-house-for-sale-in-san-pedro-laguna-south-168050857577.html,San Vicente,San Pedro,121.0535937,14.3494688
house,"L-R-1-351- Acquired Property for Sale in Lot 11, Block 4, Road Lot 3, Villa Corazon I...",1378190,0,78,110,https://www.lamudi.com.ph/l-r-1-351-acquired-property-for-sale-in-lot-11-block-4-road-lot-3-villa-corazon-iii-subdivision-brgy-poblacion-sta-clara-sur-pila-laguna-retail.html,Santa Clara Sur,Pila,121.3684544,14.2271799
house,"L-R-1-415- Acquired Property for Sale in Lots 5,6,7&8, Block 2, Marmaine Ville II Sub...",9284800,0,434,570,https://www.lamudi.com.ph/l-r-1-415-acquired-property-for-sale-in-lots-5-6-7-8-block-2-marmaine-ville-ii-subdivision-brgy-pansol-padre-garcia-batangas-retail.html,Pansol,Padre Garcia,121.2458933,13.8814532
house,Filinvest Homes Butuan | Amber Duplex - Spanish Mediterranean 2BR House for Sale in A...,2059412,2,40,75,https://www.lamudi.com.ph/amber-duplex-spanish-mediterranean-2br-house-for-sale-at-filinvest-homes-butuan-in-agusan-del-norte-aspire-by-filinvest.html,Baan Km 3,Butuan,125.564622,8.953708
house,For Sale: Brand new - South Hills Labangon with Stunning View,28000000,4,600,377,https://www.lamudi.com.ph/for-sale-brand-new-south-hills-labangon-with-stunn-168981505232.html,Tisa,Cebu,123.86984,10.304145
house,Portville Subdivision Newly Improved 2-Storey Townhouse for Sale at Lapu-Lapu,2700000,2,66,53,https://www.lamudi.com.ph/newly-improved-2-storey-house-and-lot-for-sale-167392198849.html,Buaya,Lapu-Lapu,123.990765,10.315735
house,"House and Lot for sale at Sunrise Alexa Subdivision Hills in Antipolo, Rizal",5665000,3,89,164,https://www.lamudi.com.ph/house-and-lot-for-sale-at-sunrise-alexa-subdivision-hills-in-antipolo-rizal.html,Muntingdilaw,Antipolo,121.180373,14.580645
house,"Modern Design House & Lot for Sale in Mondo Bambini, Biñan, Laguna",11500000,3,118,90,https://www.lamudi.com.ph/modern-design-house-lot-for-sale-in-mondo-bambini-168836462774.html,Biñan,Biñan,121.0539924,14.2703263
house,"L-R-1-1007 - Acquired Property for Sale in Lot 42, Block 17, Balagtas St., San Isidro...",4209500,0,153,115,https://www.lamudi.com.ph/l-r-1-1007-acquired-property-for-sale-in-lot-42-block-17-balagtas-st-san-isidro-village-phase-2-brgy-san-isidro-batangas-city-batangas.html,San Isidro,Batangas City,121.0844578,13.7182393
house,"2-Bedroom Townhouse-Gated Community, Bacoor City, Cavite",3400000,2,102,56,https://www.lamudi.com.ph/2-bedroom-townhouse-gated-community-bacoor-city-ca-168474398398.html,Sineguelasan,Bacoor,120.926176,14.460075
house,"2BR Fairway Townhouse for sale in Canyon Woods Residential, Laurel",4500000,2,150,85,https://www.lamudi.com.ph/2br-fairway-townhouse-for-sale-in-canyon-woods-res-168611949133.html,San Gregorio,Laurel,120.8573542,14.0392876
house,"Amarilyo Crest | Tulip Single Detached House for Sale in Taytay, Rizal | Aspire by Fi...",9700000,0,83,140,https://www.lamudi.com.ph/tulip-single-detached-house-for-sale-at-amarilyo-crest-in-taytay-rizal-aspire-by-filinvest.html,San Juan,Taytay,121.157888,14.560621
house,"L-R-1-571- Acquired Property for Sale in Lot 22, Block 16, Road Lot 16, The Heights o...",2751500,0,77,137,https://www.lamudi.com.ph/l-r-1-571-acquired-property-for-sale-in-lot-22-block-16-road-lot-16-the-heights-of-wedgewood-brgy-minien-west-sta-barbara-pangasinan-retail.html,Minien West,Santa Barbara,120.481289,15.979055
house,Ready For Occupancy Brand New House and Lot For Sale in Baguio City,16000000,3,225,150,https://www.lamudi.com.ph/ready-for-occupancy-brand-new-house-and-lot-for-sa-16851000765.html,Bakakeng North,Baguio,120.588941,16.39866
house,"Cozy Calatagan Beach House Getaway for Sale in Bagong Silang, Calatagan",18000000,3,350,1081,https://www.lamudi.com.ph/cozy-calatagan-beach-house-getaway-for-sale-in-bagong-silang-calatagan.html,Bagong Silang,Calatagan,120.660513,13.783936
house,"Flavorscapes at The Lakeshore | 2-Bedroom House for Sale in Mexico, Pampanga | Nest",1635170,2,72,0,https://www.lamudi.com.ph/flavorscapes-at-the-lakeshore-2-bedroom-house-for-168740644991.html,Divisoria,Mexico,120.706125,15.80355
house,Attractive Modern House for Pre-selling in BF Homes Parañaque,33000000,5,375,280,https://www.lamudi.com.ph/attractive-modern-house-for-pre-selling-in-bf-home-167971368651.html,B.F. Homes,Parañaque,121.0245799,14.4521766
house,Lipat agad! Townhouse in Urban Deca Homes Marilao - Pasalo,0,2,51,55,https://www.lamudi.com.ph/lipat-agad-townhouse-in-urban-deca-homes-marilao-p-168862345016.html,Loma de Gato,Marilao,120.9408159,14.7609876
house,"For Sale Luxurious Mansion in Ayala Alabang Village, Muntinlupa City",0,7,1500,900,https://www.lamudi.com.ph/for-sale-luxurious-mansion-in-ayala-alabang-villag-168415277777.html,Ayala Alabang,Muntinlupa,121.022321,14.405874
house,2 Storey Single Family House Located In Gated Subdivision Near Downtown Davao,9800000,4,182,156,https://www.lamudi.com.ph/2-storey-single-family-house-located-in-gated-subdivision-near-downtown-davao.html,Matina Pangi,Davao,125.5669497,7.0800087
house,Near Daang Hari Road For Sale 2 Storey Single Attached House and Lot at Bacoor,9500000,4,150,100,https://www.lamudi.com.ph/near-daang-hari-road-for-sale-2-storey-single-atta-169104389838.html,Aniban I,Bacoor,120.9638848,14.4588905
house,"Brand New House and Lot For Sale in White Plains, Quezon City",208000000,7,900,464,https://www.lamudi.com.ph/brand-new-house-and-lot-for-sale-in-white-plains-q-16912203849.html,White Plains,Quezon City,121.0711795,14.6060344
house,Brand New Modern 4BR House and Lot for Sale in Pilar Village Las Piñas,8000000,4,190,95,https://www.lamudi.com.ph/brand-new-modern-4br-house-and-lot-for-sale-in-pil-167301948484.html,Pilar,Las Piñas,121.0080137,14.417168
house,Ready for occupancy Townhouse in exclusive village in Muntinlupa,5000000,3,80,70,https://www.lamudi.com.ph/ready-for-occupancy-townhouse-in-exclusive-village-168646254626.html,Putatan,Muntinlupa,121.036376,14.398367
