Category,Title,Price,Region,Bedrooms,Floor Area,Lot Area,URL,Image Link,Barangay,Town/City,Longitude,Latitude
house,"5BR Single Detached House for Sale Exclusive Subd. Indang, Cavite",5800000,Cavite,5,120,400,https://www.lamudi.com.ph/5br-single-detached-house-for-sale-exclusive-subd-167610392376.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8ee128a18f8ba1.webp,Calumpang Lejos I,Indang,120.854435,14.23648
house,"Brand New House For Sale in Ayala Alabang Village, Muntinlupa City",470000000,Metro Manila,7,1500,900,https://www.lamudi.com.ph/brand-new-house-for-sale-in-ayala-alabang-village-169026945828.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3807b7aef6b960.webp,Ayala Alabang,Muntinlupa,121.022321,14.405874
house,"House and Lot For Sale in Ayala Alabang Village, Muntinlupa City",150000000,Metro Manila,4,400,300,https://www.lamudi.com.ph/house-and-lot-for-sale-in-ayala-alabang-village-mu-168191745293.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b0a8d1689584ad.webp,Ayala Alabang,Muntinlupa,121.04184,14.41884
house,5 bedroom House for Sale in Bacoor boulevard floor free community,26000000,Cavite,5,232,175,https://www.lamudi.com.ph/5-bedroom-house-for-sale-in-bacoor-boulevard-floor-168476669536.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a93479c39463e4.webp,Mambog V,Bacoor,120.9518052,14.4301196
house,"Camella Palawan | Ph1 CARA wCB, NRFO 2BR House and Lot for Sale in Puerto Princesa Ci...",6799000,Palawan,3,66,99,https://www.lamudi.com.ph/camella-palawan-ph1-cara-wcb-nrfo-2br-house-and-lo-168423492121.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/daeac5a5f83246.webp,Sicsican,Puerto Princesa,118.7121724,9.7885642
house,"L-R-1-280- Acquired Property for Sale in Lot 1575-C-2, St. Francis Village VII, Brgy....",3488520,Laguna,0,185,274,https://www.lamudi.com.ph/l-r-1-280-acquired-property-for-sale-in-lot-1575-c-2-st-francis-village-vii-brgy-san-antonio-bi.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c4f186aff035f8.webp,San Antonio,Biñan,121.0712752,14.33879584
house,"L-R-1-11- Acquired Property for Sale in Lot 1, Pcs 04-025533, Arumahan - Bagong Pook ...",3638010,Batangas,0,236,600,https://www.lamudi.com.ph/l-r-1-11-acquired-property-for-sale-in-lot-1-pcs-04-025533-arumahan-bagong-pook-road-brgy-arumahan-lemery-batangas-retail.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c4f186aff035f8.webp,Arumahan,Lemery,120.862832,13.940966
house,4 Bedroom House and Lot at Villas Phase 3 at Golden Horizon (Daniella),2337632,Cavite,4,73,40,https://www.lamudi.com.ph/4-bedroom-house-and-lot-at-villas-phase-3-at-golden-horizon-daniella.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/80c5c6ca9f9c22.webp,Perez,Trece Martires,120.886854,14.290812
house,Modern Type House and Lot with Smart digital door lock In Pilar Village,9500000,Metro Manila,3,135,92,https://www.lamudi.com.ph/modern-type-house-and-lot-with-smart-digital-door-166973007840.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ebc3d29c5a0479.webp,Pilar,Las Piñas,121.0080137,14.417168
house,Corner Property in Alabang Hills for Sale,95000000,Metro Manila,4,370,958,https://www.lamudi.com.ph/corner-4-bedroom-property-with-swimming-pool-in-alabang-hills-for-sale.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/51e27a0fd0a6b3.webp,Cupang,Muntinlupa,121.0329734,14.4347979
house,"Metro City Communities 2 Bedroom Townhouse For Sale in Taytay, Rizal",3900000,Rizal,2,60,86,https://www.lamudi.com.ph/metro-city-communities-2-bedroom-townhouse-for-sale-in-taytay-rizal.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/658274b866cff1.webp,Dolores,Taytay,121.148117,14.573461
house,Newly Renovated 3 Bedroom Merville Townhouse for Sale in Parañaque,9000000,Metro Manila,3,190,75,https://www.lamudi.com.ph/newly-renovated-3-bedroom-merville-townhouse-for-sale-in-paranaque.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7dd74ae237f2df.webp,Merville,Parañaque,121.025633,14.499387
house,"House and Lot for sale at Sunrise Alexa Subdivision Hills in Antipolo, Rizal",6680000,Rizal,3,118,164,https://www.lamudi.com.ph/house-and-lot-for-sale-at-sunrise-alexa-subdivision-hills-in-antipolo-rizal-3.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a2f31dd85d9f86.webp,Muntingdilaw,Antipolo,121.180373,14.580645
house,"3-Bedroom House for Sale in Greenmeadows, Mabalacat, Pampanga",3200000,Pampanga,3,70,66,https://www.lamudi.com.ph/3-bedroom-house-for-sale-in-greenmeadows-mabalacat-168959213371.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/c94653c4bc3d47.webp,Mabiga,Mabalacat,120.593597,15.20025
house,"Pre-selling 3 Bedrooms with Family Area House at Santevi Homes, San Pablo",3400000,Laguna,3,74,85,https://www.lamudi.com.ph/3-bedrooms-2-toilet-and-bath-with-family-area-and-166305700065.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f201f116457513.webp,San Vicente,San Pablo,121.340728,14.0256013
house,Zero Down Rent to Own Townhouse 3BR. Move in Ready. 24k a mo. Near SM Fairview,2500000,Metro Manila,3,40,19,https://www.lamudi.com.ph/rent-to-own-3-bedroom-townhouse-unit-167163463845.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/cde1d71f8d9f58.webp,Amparo,Caloocan,121.0769537,14.7471848
house,"2 Bedroom House for Sale in San Pedro, Laguna - Southview Homes",4900000,Laguna,2,61,70,https://www.lamudi.com.ph/2-bedroom-house-for-sale-in-san-pedro-laguna-south-168050857577.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d2eb2d5694f07a.webp,San Vicente,San Pedro,121.0535937,14.3494688
house,"L-R-1-351- Acquired Property for Sale in Lot 11, Block 4, Road Lot 3, Villa Corazon I...",1378190,Laguna,0,78,110,https://www.lamudi.com.ph/l-r-1-351-acquired-property-for-sale-in-lot-11-block-4-road-lot-3-villa-corazon-iii-subdivision-brgy-poblacion-sta-clara-sur-pila-laguna-retail.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/18843c86ebd4c7.webp,Santa Clara Sur,Pila,121.3684544,14.2271799
house,"L-R-1-415- Acquired Property for Sale in Lots 5,6,7&8, Block 2, Marmaine Ville II Sub...",9284800,Batangas,0,434,570,https://www.lamudi.com.ph/l-r-1-415-acquired-property-for-sale-in-lots-5-6-7-8-block-2-marmaine-ville-ii-subdivision-brgy-pansol-padre-garcia-batangas-retail.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f70fb03ddd5d64.webp,Pansol,Padre Garcia,121.2458933,13.8814532
house,Filinvest Homes Butuan | Amber Duplex - Spanish Mediterranean 2BR House for Sale in A...,2059412,Agusan del Norte,2,40,75,https://www.lamudi.com.ph/amber-duplex-spanish-mediterranean-2br-house-for-sale-at-filinvest-homes-butuan-in-agusan-del-norte-aspire-by-filinvest.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ad1bf91790154e.webp,Baan Km 3,Butuan,125.564622,8.953708
house,For Sale: Brand new - South Hills Labangon with Stunning View,28000000,Cebu,4,600,377,https://www.lamudi.com.ph/for-sale-brand-new-south-hills-labangon-with-stunn-168981505232.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/66488ba0972a11.webp,Tisa,Cebu,123.86984,10.304145
house,Portville Subdivision Newly Improved 2-Storey Townhouse for Sale at Lapu-Lapu,2700000,Cebu,2,66,53,https://www.lamudi.com.ph/newly-improved-2-storey-house-and-lot-for-sale-167392198849.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/087c2a4979f2b5.webp,Buaya,Lapu-Lapu,123.990765,10.315735
house,"House and Lot for sale at Sunrise Alexa Subdivision Hills in Antipolo, Rizal",5665000,Rizal,3,89,164,https://www.lamudi.com.ph/house-and-lot-for-sale-at-sunrise-alexa-subdivision-hills-in-antipolo-rizal.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/312b35d21032ac.webp,Muntingdilaw,Antipolo,121.180373,14.580645
house,"Modern Design House & Lot for Sale in Mondo Bambini, Biñan, Laguna",11500000,Laguna,3,118,90,https://www.lamudi.com.ph/modern-design-house-lot-for-sale-in-mondo-bambini-168836462774.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e8443ec6cf91c0.webp,Biñan,Biñan,121.0539924,14.2703263
house,"L-R-1-1007 - Acquired Property for Sale in Lot 42, Block 17, Balagtas St., San Isidro...",4209500,Batangas,0,153,115,https://www.lamudi.com.ph/l-r-1-1007-acquired-property-for-sale-in-lot-42-block-17-balagtas-st-san-isidro-village-phase-2-brgy-san-isidro-batangas-city-batangas.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5db3c50b7c21de.webp,San Isidro,Batangas City,121.0844578,13.7182393
house,"2-Bedroom Townhouse-Gated Community, Bacoor City, Cavite",3400000,Cavite,2,102,56,https://www.lamudi.com.ph/2-bedroom-townhouse-gated-community-bacoor-city-ca-168474398398.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e08893e7b681a4.webp,Sineguelasan,Bacoor,120.926176,14.460075
house,"2BR Fairway Townhouse for sale in Canyon Woods Residential, Laurel",4500000,Batangas,2,150,85,https://www.lamudi.com.ph/2br-fairway-townhouse-for-sale-in-canyon-woods-res-168611949133.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ecd720d0631b15.webp,San Gregorio,Laurel,120.8573542,14.0392876
house,"Amarilyo Crest | Tulip Single Detached House for Sale in Taytay, Rizal | Aspire by Fi...",9700000,Rizal,0,83,140,https://www.lamudi.com.ph/tulip-single-detached-house-for-sale-at-amarilyo-crest-in-taytay-rizal-aspire-by-filinvest.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b76dd41b210b18.webp,San Juan,Taytay,121.157888,14.560621
house,"L-R-1-571- Acquired Property for Sale in Lot 22, Block 16, Road Lot 16, The Heights o...",2751500,Pangasinan,0,77,137,https://www.lamudi.com.ph/l-r-1-571-acquired-property-for-sale-in-lot-22-block-16-road-lot-16-the-heights-of-wedgewood-brgy-minien-west-sta-barbara-pangasinan-retail.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/59d3c042640ddd.webp,Minien West,Santa Barbara,120.481289,15.979055
house,Ready For Occupancy Brand New House and Lot For Sale in Baguio City,16000000,Benguet,3,225,150,https://www.lamudi.com.ph/ready-for-occupancy-brand-new-house-and-lot-for-sa-16851000765.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b7d11c3c04974b.webp,Bakakeng North,Baguio,120.588941,16.39866
house,"Cozy Calatagan Beach House Getaway for Sale in Bagong Silang, Calatagan",18000000,Batangas,3,350,1081,https://www.lamudi.com.ph/cozy-calatagan-beach-house-getaway-for-sale-in-bagong-silang-calatagan.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/019d7f84733550.webp,Bagong Silang,Calatagan,120.660513,13.783936
house,"Flavorscapes at The Lakeshore | 2-Bedroom House for Sale in Mexico, Pampanga | Nest",1635170,Pampanga,2,72,0,https://www.lamudi.com.ph/flavorscapes-at-the-lakeshore-2-bedroom-house-for-168740644991.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0625e2cf0c4ece.webp,Divisoria,Mexico,120.706125,15.80355
house,Attractive Modern House for Pre-selling in BF Homes Parañaque,33000000,Metro Manila,5,375,280,https://www.lamudi.com.ph/attractive-modern-house-for-pre-selling-in-bf-home-167971368651.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/87dfea8e32b53b.webp,B.F. Homes,Parañaque,121.0245799,14.4521766
house,Lipat agad! Townhouse in Urban Deca Homes Marilao - Pasalo,0,Bulacan,2,51,55,https://www.lamudi.com.ph/lipat-agad-townhouse-in-urban-deca-homes-marilao-p-168862345016.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/9d23f2febcf2c9.webp,Loma de Gato,Marilao,120.9408159,14.7609876
house,"For Sale Luxurious Mansion in Ayala Alabang Village, Muntinlupa City",0,Metro Manila,7,1500,900,https://www.lamudi.com.ph/for-sale-luxurious-mansion-in-ayala-alabang-villag-168415277777.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8351384de0cadb.webp,Ayala Alabang,Muntinlupa,121.022321,14.405874
house,2 Storey Single Family House Located In Gated Subdivision Near Downtown Davao,9800000,Davao del Sur,4,182,156,https://www.lamudi.com.ph/2-storey-single-family-house-located-in-gated-subdivision-near-downtown-davao.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5f943cf2ebfc6c.webp,Matina Pangi,Davao,125.5669497,7.0800087
house,Near Daang Hari Road For Sale 2 Storey Single Attached House and Lot at Bacoor,9500000,Cavite,4,150,100,https://www.lamudi.com.ph/near-daang-hari-road-for-sale-2-storey-single-atta-169104389838.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/fcd82a9da7c1c2.webp,Aniban I,Bacoor,120.9638848,14.4588905
house,"Brand New House and Lot For Sale in White Plains, Quezon City",208000000,Metro Manila,7,900,464,https://www.lamudi.com.ph/brand-new-house-and-lot-for-sale-in-white-plains-q-16912203849.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/94e8d58cf9bfaa.webp,White Plains,Quezon City,121.0711795,14.6060344
house,Brand New Modern 4BR House and Lot for Sale in Pilar Village Las Piñas,8000000,Metro Manila,4,190,95,https://www.lamudi.com.ph/brand-new-modern-4br-house-and-lot-for-sale-in-pil-167301948484.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/14172452aad9dc.webp,Pilar,Las Piñas,121.0080137,14.417168
house,Ready for occupancy Townhouse in exclusive village in Muntinlupa,5000000,Metro Manila,3,80,70,https://www.lamudi.com.ph/ready-for-occupancy-townhouse-in-exclusive-village-168646254626.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/27299e5cb9a61a.webp,Putatan,Muntinlupa,121.036376,14.398367
house,For Sale Brand New Two (2) Storey House in Avida Nuvali Santa Rosa Laguna,9200000,Laguna,3,105,175,https://www.lamudi.com.ph/for-sale-brand-new-two-2-storey-house-in-avida-nuv-168455419166.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3b049e7461f2bf.webp,Don Jose,Santa Rosa,121.0735873,14.2615584
house,2 car garage 3 bedrooms house in Granite Residence Parang Marikina City,6200000,Metro Manila,3,81,81,https://www.lamudi.com.ph/2-car-garage-3-bedrooms-house-in-granite-residence-167936142695.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/92f8aa8ca272ac.webp,Parang,Marikina,121.1302755,14.65130959
house,PRE‐SELLING MODERN DESIGN GLASS HOUSE IN BAGUIO CITY,20000000,Benguet,8,350,160,https://www.lamudi.com.ph/pre-selling-modern-design-glass-house-in-baguio-ci-16883319696.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/47980db2e8d2a3.webp,Camp 7,Baguio,120.600513,16.381866
house,"Modern Contemporary Brand New Bungalow High Ceiling With Pool & Gazebo, Angeles",30000000,Pampanga,4,410,430,https://www.lamudi.com.ph/a-modern-contemporary-brandnew-bungalow-high-ceili-166606520867.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/22df202598c52f.webp,Pulungbulu,Angeles,120.631286,15.12453
house,"N-R-1-90:  Acquired Property for Sale in Lot 30, Block 1, St. Benedict Street, Remedi...",2928000,Davao del Sur,0,78,120,https://www.lamudi.com.ph/n-r-1-90-acquired-property-for-sale-in-lot-30-bloc-167057121635.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/3213948cf8e541.webp,Cabantian,Davao,125.611521,7.127645
house,"V-R-2-107:  Acquired Property  for Sale in Lot 28, Block 7, Camella Savannah, Brgy. A...",4219500,Iloilo,0,123,191,https://www.lamudi.com.ph/v-r-2-107-acquired-property-for-sale-in-lot-28-block-7-camella-savannah-brgy-abilay-norte-polo-maestra-vita-oton-iloilo.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/0d8c637c595105.webp,Polo Maestra Bita,Oton,122.5132927,10.74519051
house,"L-R-1-920- Acquired Property for Sale in Lot 11, Block 2, Road Lot 2, Mariners Reside...",4482400,Batangas,0,132,127,https://www.lamudi.com.ph/l-r-1-920-acquired-property-for-sale-in-lot-11-block-2-road-lot-2-mariners-residences-brgy-kumintang-ilaya-sambat-ilaya-batangas-city-batangas.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/52537eec64007c.webp,Kumintang Ilaya,Batangas City,121.64645,13.771895
house,"The Lakeshore | 2-Bedroom House and Lot for Sale in Mexico, Pampanga | Imperial Model",1837500,Pampanga,2,52,154,https://www.lamudi.com.ph/the-lakeshore-2-bedroom-house-and-lot-for-sale-in-168741253263.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/746b9a38aeeb73.webp,Panipuan,Mexico,120.668492,15.102519
house,4 Bedroom House and Lot at Villas Phase 3 at Golden Horizon (Catalina),1576385,Cavite,3,42,40,https://www.lamudi.com.ph/4-bedroom-house-and-lot-at-villas-phase-3-at-golden-horizon-catalina.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/5fbeb4177961ca.webp,Perez,Trece Martires,120.886854,14.290812
house,"L-TH-1-48- Acquired Property for Sale in Lot 2, Block 25, Rue Dorothee Street, Saint ...",1726000,Rizal,1,80,66,https://www.lamudi.com.ph/l-th-1-48-acquired-property-for-sale-in-lot-2-block-25-rue-dorothee-street-saint-monique-valais-phase4-brgy-kalawaan-binangonan-rizal-retail.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/9d60c4f917201d.webp,Kalawaan,Binangonan,121.194036,14.48842
house,Completely Renovated Modern Bungalow House in Moonwalk Village Las Pinas,10500000,Metro Manila,4,148,180,https://www.lamudi.com.ph/completely-renovated-modern-bungalow-house-in-moon-167629456765.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ba3fcea9fffaa7.webp,Talon Singko,Las Piñas,120.99559,14.42093
house,"V-R-2-118:  Acquired Property for Sale in Lot 4, Diamond St., Brookfield Subdivision,...",6450000,Cebu,0,150,230,https://www.lamudi.com.ph/v-r-2-118-acquired-property-for-sale-in-lot-4-diam-167057121289.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/7909293ef33bda.webp,Basak,Lapu-Lapu,123.964519,10.291595
house,House & Lot with pool at Royale Tagaytay Estates,25000000,Cavite,4,450,392,https://www.lamudi.com.ph/house-lot-with-pool-at-royale-tagaytay-estates-166779059399.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ce58cbd75648b9.webp,Buck Estate,Alfonso,120.8527969,14.0892003
house,BF Homes Paranaque House & lot For Sale,19000000,Metro Manila,3,200,350,https://www.lamudi.com.ph/bf-homes-paranaque-house-lot-for-sale-167585373974.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a69e6338c9ec64.webp,B.F. Homes,Parañaque,121.0245799,14.4521766
house,"3-Bedroom Townhouse with Roof Deck for Sale at Project 8, Quezon City",13500000,Metro Manila,3,165,52,https://www.lamudi.com.ph/3-bedroom-townhouse-with-roof-deck-for-sale-at-pro-166916673185.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/46d9f33b9aa82a.webp,Project 8,Quezon City,121.0245,14.66958
house,"House for Sale in Pilar Village, Las Piñas",7589000,Metro Manila,3,167,52,https://www.lamudi.com.ph/fire-sale-mejestic-modern-3storey-duplex-house-and-167593288889.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/21283b4d00c4b1.webp,Almanza Uno,Las Piñas,121.0140532,14.4324914
house,FOR SALE BRAND NEW BUNGALOW HOUSE AND LOT IN LAS PIÑAS CITY NEAR AT SM SOUTHMALL,13500000,Metro Manila,5,220,240,https://www.lamudi.com.ph/for-sale-brand-new-bungalow-house-and-lot-in-las-p-168370982448.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e45b9c2107113b.webp,Pilar,Las Piñas,121.0080137,14.417168
house,BRAND-NEW (2) TWO STOREY HOUSE AND LOT FOR SALE IN LAS PIÑAS,9800000,Metro Manila,4,180,119,https://www.lamudi.com.ph/brand-new-2-two-storey-house-and-lot-for-sale-in-l-168371488885.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d7fef73122581c.webp,Talon Uno,Las Piñas,120.987165,14.446596
house,Two ( 2 ) Storey Zen type Modern Designed Home in BF Homes,28000000,Metro Manila,6,360,306,https://www.lamudi.com.ph/two-2-storey-zen-type-modern-designed-home-in-bf-h-168974982727.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/85e9cff17c7050.webp,B.F. Homes,Parañaque,121.0245799,14.4521766
house,Stunning & Contemporary 2-Storey Home in a Highly Exclusive BF Homes Parañaque,38665000,Metro Manila,5,455,308,https://www.lamudi.com.ph/stunning-contemporary-2-storey-home-in-a-highly-ex-168975349594.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/fabdf825167200.webp,B.F. Homes,Parañaque,121.0245799,14.4521766
house,Elegant Pre-Owned Single attached House & Lot For Sale in Fortunata Subdivision,9900000,Metro Manila,4,135,115,https://www.lamudi.com.ph/elegant-pre-owned-single-attached-house-lot-for-sale-in-fortunata-subdivision-5.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/ad2a68daa7fa5e.webp,San Isidro,Parañaque,121.011835,14.468547
house,"For Sale Single Attached House and Lot in BF Resort Village, Las Piñas City",27000000,Metro Manila,6,370,263,https://www.lamudi.com.ph/elegant-semi-furnished-single-attached-house-and-lot-in-bf-resort-village-las-pi.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/82f3a37da07fe1.webp,Talon Dos,Las Piñas,120.985214,14.438526
house,"Old House and Lot For Sale in Project 8, Quezon City, Metro Manila",16000000,Metro Manila,0,500,235,https://www.lamudi.com.ph/old-house-and-lot-for-sale-in-project-8-quezon-cit-168370720915.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/e056e2594676ac.webp,Project 8,Quezon City,121.0245,14.66958
house,Overlooking House with Extra lot for Sale in Bulacao Talisay City Cebu,35000000,Cebu,5,425,269,https://www.lamudi.com.ph/overlooking-house-with-extra-lot-for-sale-in-bulac-168516994520.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/b4983dccfeb625.webp,Bulacao,Talisay,123.84731,10.271295
house,Townhouse beside Acacia Estate - Value for money,14000000,Metro Manila,3,200,70,https://www.lamudi.com.ph/townhouse-beside-acacia-estate-value-for-money-167526380781.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/779d7ec2d0953e.webp,San Miguel,Taguig,121.0665,14.5167
house,"176sqm l 4BR Single House for sale l near Nuvali and Tagaytay, Silang, Cavite",10500000,Cavite,4,174,176,https://www.lamudi.com.ph/176sqm-l-4br-single-home-l-near-nuvali-and-tagaytay.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/8dc8804403f239.webp,Hoyo,Silang,121.0120485,14.1957554
house,"Stunning Modern Tropical House & Lot For Sale in Santa Rosa, Laguna",16500000,Laguna,4,325,275,https://www.lamudi.com.ph/stunning-modern-tropical-house-lot-for-sale-in-san-168181743246.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/362c79f5551c95.webp,Santo Domingo,Santa Rosa,121.0661417,14.2444071
house,3 Bedroom Townhouse Unit for sale at Amaia Series Nuvali in Laguna (Inner),5600000,Laguna,3,65,125,https://www.lamudi.com.ph/3-bedroom-townhouse-inner-for-sale-at-amaia-series-nuvali-in-laguna-1.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/dbd69dc306cd8c.webp,Santo Domingo,Santa Rosa,121.0661417,14.2444071
house,"L-R-1-1221: Acquired Property House and Lot for Sale in Lot 15, Block 38, Amelia St.,...",3973400,Batangas,0,98,120,https://www.lamudi.com.ph/l-r-1-1221-acquired-property-house-and-lot-for-sal-167600193586.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/f34e6fb7447f44.webp,Banaybanay,Lipa,121.115825,13.933535
house,"V-R-2-123:  Acquired Property House and Lot for Sale in Lot 2, Block 4, Cornel Place ...",7008000,Cebu,0,160,160,https://www.lamudi.com.ph/v-r-2-123-acquired-property-house-and-lot-for-sale-167335320154.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/d26a55820d5977.webp,Agus,Lapu-Lapu,123.983302,10.284075
house,"Camella Nueva Ecija | ARIELLE IU, NRFO 2BR Townhouse for Sale in Cabanatuan City, Nue...",2698000,Nueva Ecija,2,36,40,https://www.lamudi.com.ph/camella-nueva-ecija-arielle-iu-nrfo-2br-townhouse-168915750091.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/766a7dcf59e824.webp,Santa Arcadia,Cabanatuan,120.985475996,15.4714237451
house,Ready For Occupancy House For Sale in Tagaytay City. Fully Furnished.,19000000,Cavite,3,280,350,https://www.lamudi.com.ph/ready-for-occupancy-house-for-sale-in-tagaytay-cit-168792651962.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/2bc2644f908d77.webp,Asisan,Tagaytay,120.93635,14.357185
house,"V-R-2-42- Acquired Property for Sale in Lots 10 and 11, Block 3, Champaca and Narra S...",9900000,Negros Occidental,0,328,518,https://www.lamudi.com.ph/v-r-2-42-acquired-property-for-sale-in-lots-10-and-11-block-3-champaca-and-narra-sts-palisades-subdivision-brgy-estefania-bacolod-city-negros-occidental-retail.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/a71212d85a4781.webp,Estefania,Bacolod,122.9814241,10.66921124
house,"L-R-1-546- Acquired Property for Sale in Lot 42, Block 5, Road Lot 3, The North Grove...",5416900,Nueva Ecija,0,123,150,https://www.lamudi.com.ph/l-r-1-546-acquired-property-for-sale-in-lot-42-block-5-road-lot-3-the-north-grove-brgy-valdefuente-cabanatuan-city-nueva-ecija-retail.html,https://static-ph.lamudi.com/static/media/bm9uZS9ub25l/2x2x2x360x230/bb4cbf1b2cd503.webp,Valdefuente,Cabanatuan,120.9592903,15.5077446
